"lambda1" "lambda2"
"1" -1.41865901494519 43.5508932103403
"2" -0.990879366902928 40.3284575673752
"3" -0.970893525772423 14.7989833028987
"4" 0.156977964408027 37.6654528896324
"5" -0.182978429374613 14.2969977343455
"6" -0.657610588280589 3.55122170876712
"7" -0.636831596123589 21.9583523226902
"8" 0.314123403677768 22.572657931596
"9" -0.0694060270396155 18.9992425381206
"10" -1.11143097249833 40.7516599982046
"11" 0.622096066306768 21.3632031925954
"12" 0.369430062530676 35.5400840751827
"13" -0.0769523721866097 14.4652080140077
"14" 0.848172956870997 10.0028056767769
"15" 0.541384636877479 47.2994787734933
"16" -0.205388944576811 6.34249126305804
"17" 0.48093975549412 24.8878939659335
"18" -0.551580645582167 44.1713410313241
"19" 0.73424920696382 41.8799541657791
"20" 1.23336439857781 49.4280222337693
"21" 0.429142895318415 25.0971438945271
"22" -0.10050070045186 15.7607557368465
"23" 0.702773376829154 27.4035133537836
"24" -0.988585721283381 1.83099476853386
"25" 1.16630197361577 7.05875938292593
"26" 0.101823559485677 45.5086248461157
"27" -1.18829888749838 36.1206055153161
"28" -1.34660705186315 20.0483366730623
"29" -1.38809132704973 34.4204341177829
"30" -1.03664111288047 43.4457276249304
"31" 1.4275790708899 23.5314894933254
"32" -1.13135003068705 32.6545277959667
"33" -0.536990504221359 31.3037581159733
"34" 1.15466228127872 9.26452637650073
"35" 1.21721928794343 13.4338918025605
"36" 1.16545371153939 35.1122673135251
"37" 0.462265399209367 26.4234321541153
"38" -0.0975541961867017 9.6926718368195
"39" -0.0920081055126207 31.6761513589881
"40" -0.644087117545179 29.8633022466674
"41" 0.206629103388689 46.8959421967156
"42" -0.457929831552714 11.1156378523447
"43" -1.55442082850681 3.86387082980946
"44" 1.36360859936013 47.278468508739
"45" -1.21554030929866 7.85971387522295
"46" -0.393015705447374 20.9219000884332
"47" 0.0139274292304736 0.0808339100331068
"48" -0.24376043876642 47.6431128568947
"49" -0.331185578888708 48.1768084107898
"50" 0.742993394554332 16.6411827201955
"51" 1.09146523039931 49.2812701035291
"52" -1.28841082624819 12.9907424910925
"53" 0.480127961771082 21.5691870078444
"54" 0.85458522744209 45.4540134756826
"55" -1.16967963056017 35.5745297507383
"56" 0.605413186254993 25.9121482609771
"57" -0.984893897561248 46.374211832881
"58" -0.739449667149575 23.0230867280625
"59" 0.691320031728501 8.7867830065079
"60" -0.933747832585203 27.8195363935083
"61" -1.21498545738685 23.0288135353476
"62" 0.58856078545057 4.26749066682532
"63" -0.972445014763882 40.6302437069826
"64" 0.0829699035723743 37.218630022835
"65" 0.754087027117228 30.7525588199496
"66" 0.540680900135447 24.8911101836711
"67" 0.876442831293311 14.6234043524601
"68" -0.426432233197028 23.9800423732959
"69" -1.42921387672327 23.1309732771479
"70" 1.43568723729043 14.5034728222527
"71" -1.31270243539407 11.2333990400657
"72" -0.511743350633215 11.0918427933939
"73" 0.227661916221195 19.6945849922486
"74" 0.150616220101555 40.389410010539
"75" -1.02291471126932 31.6772944293916
"76" 0.641242898317747 16.9061382417567
"77" 1.16820899558803 9.95787103893235
"78" -0.267413240594842 26.0036955471151
"79" -0.766340684959834 24.824546976015
"80" 0.550581146303296 49.6280274586752
"81" 1.40045314647198 24.5810168678872
"82" -1.24301907127082 36.2842595088296
"83" -0.227020244510136 20.4360760049894
"84" 1.21114207096295 48.5340324463323
"85" -0.674506864192586 41.9809765415266
"86" -0.0182974427562208 26.131858676672
"87" -1.05328800368458 36.4235390792601
"88" 0.98235325139028 23.9051692769863
"89" 1.32561000006309 44.2323192022741
"90" 1.34667963527511 42.8776278742589
"91" -0.821316749196435 48.5390364308842
"92" 0.131476549074575 16.0431398544461
"93" 0.900931259243201 37.0486862491816
"94" 1.50697531721653 26.025712210685
"95" 0.333986582053162 41.9572751270607
"96" -0.442787195041122 40.6255737645552
"97" -0.627804483833843 20.9638061118312
"98" 0.40016146924569 5.35631668753922
"99" 1.52499387804763 28.2799230772071
"100" -0.0983624042975277 11.2826516851783
